Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
VAST,2011,Exploring agent-based simulations using temporal graphs,10.1109/vast.2011.6102469,http://dx.doi.org/10.1109/VAST.2011.6102469,271.0,272.0,M,"Agent-based simulation has become a key technique for modeling and simulating dynamic, complicated behaviors in social and behavioral sciences. Lacking the appropriate tools and support, it is difficult for social scientists to thoroughly analyze the results of these simulations. In this work, we capture the complex relationships between discrete simulation states by visualizing the data as a temporal graph. In collaboration with expert analysts, we identify two graph structures which capture important relationships between pivotal states in the simulation and their inevitable outcomes. Finally, we demonstrate the utility of these structures in the interactive analysis of a large-scale social science simulation of political power in present-day Thailand.",R. Jordan Crouser;Jeremy G. Freeman;Remco Chang,R. Jordan Crouser;Jeremy G. Freeman;Remco Chang,"Tufts University, USA;Tufts University, USA;Tufts University, USA",0.1109/infvis.2005.1532126,,0.0,0.0,8.0,163.0,,
SciVis,2012,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,10.1109/tvcg.2012.203,http://dx.doi.org/10.1109/TVCG.2012.203,2345.0,2354.0,J,"Computed Tomography Angiography (CTA) is commonly used in clinical routine for diagnosing vascular diseases. The procedure involves the injection of a contrast agent into the blood stream to increase the contrast between the blood vessels and the surrounding tissue in the image data. CTA is often visualized with Direct Volume Rendering (DVR) where the enhanced image contrast is important for the construction of Transfer Functions (TFs). For increased efficiency, clinical routine heavily relies on preset TFs to simplify the creation of such visualizations for a physician. In practice, however, TF presets often do not yield optimal images due to variations in mixture concentration of contrast agent in the blood stream. In this paper we propose an automatic, optimization-based method that shifts TF presets to account for general deviations and local variations of the intensity of contrast enhanced blood vessels. Some of the advantages of this method are the following. It computationally automates large parts of a process that is currently performed manually. It performs the TF shift locally and can thus optimize larger portions of the image than is possible with manual interaction. The method is based on a well known vesselness descriptor in the definition of the optimization criterion. The performance of the method is illustrated by clinically relevant CT angiography datasets displaying both improved structural overviews of vessel trees and improved adaption to local variations of contrast concentration.",Gunnar Läthén;Stefan Lindholm;Reiner Lenz;Anders Persson;Magnus Borga,Gunnar Läthén;Stefan Lindholm;Reiner Lenz;Anders Persson;Magnus Borga,"Center for Medical Image Science and Visualization (CMIV), Department of Science and Technology, Linköping University, Sweden;Center for Medical Image Science and Visualization (CMIV), Department of Science and Technology, Linköping University, Sweden;Center for Medical Image Science and Visualization (CMIV), Department of Science and Technology, Linköping University, Sweden;Center for Medical Image Science and Visualization (CMIV), Department of Medical and Health Sciences, Linköping University, Sweden;Center for Medical Image Science and Visualization (CMIV), Department of Biomedical Engineering, Linköping University, Sweden",10.1109/visual.2003.1250414;10.1109/tvcg.2009.120;10.1109/visual.2001.964516;10.1109/visual.1996.568113;10.1109/tvcg.2008.162;10.1109/tvcg.2010.195;10.1109/tvcg.2008.123,"Direct volume rendering, transfer functions, vessel visualization",29.0,14.0,34.0,513.0,,
InfoVis,2013,A Design Space of Visualization Tasks,10.1109/tvcg.2013.120,http://dx.doi.org/10.1109/TVCG.2013.120,2366.0,2375.0,J,"Knowledge about visualization tasks plays an important role in choosing or building suitable visual representations to pursue them. Yet, tasks are a multi-faceted concept and it is thus not surprising that the many existing task taxonomies and models all describe different aspects of tasks, depending on what these task descriptions aim to capture. This results in a clear need to bring these different aspects together under the common hood of a general design space of visualization tasks, which we propose in this paper. Our design space consists of five design dimensions that characterize the main aspects of tasks and that have so far been distributed across different task descriptions. We exemplify its concrete use by applying our design space in the domain of climate impact research. To this end, we propose interfaces to our design space for different user roles (developers, authors, and end users) that allow users of different levels of expertise to work with it.",Hans-Jörg Schulz;Thomas Nocke;Magnus Heitzler;Heidrun Schumann,Hans-Jörg Schulz;Thomas Nocke;Magnus Heitzler;Heidrun Schumann,"University of Rostock, Germany;Potsdam Institute for Climate Impact Research, USA;Potsdam Institute for Climate Impact Research, USA;University of Rostock, Germany",10.1109/infvis.1996.559213;10.1109/infvis.2005.1532136;10.1109/tvcg.2007.70515;10.1109/visual.1990.146372;10.1109/tvcg.2012.205;10.1109/visual.1992.235203;10.1109/infvis.2004.59;10.1109/vast.2008.4677365;10.1109/infvis.1996.559211;10.1109/infvis.2004.10;10.1109/infvis.1997.636792;10.1109/infvis.2000.885093;10.1109/infvis.2000.885092;10.1109/visual.1990.146375;10.1109/visual.2004.10;10.1109/infvis.1996.559213,"Task taxonomy, design space, climate impact research, visualization recommendation",217.0,144.0,64.0,4884.0,,
VAST,2014,Finding Waldo: Learning about Users from their Interactions,10.1109/tvcg.2014.2346575,http://dx.doi.org/10.1109/TVCG.2014.2346575,1663.0,1672.0,J,"Visual analytics is inherently a collaboration between human and computer. However, in current visual analytics systems, the computer has limited means of knowing about its users and their analysis processes. While existing research has shown that a user's interactions with a system reflect a large amount of the user's reasoning process, there has been limited advancement in developing automated, real-time techniques that mine interactions to learn about the user. In this paper, we demonstrate that we can accurately predict a user's task performance and infer some user personality traits by using machine learning techniques to analyze interaction data. Specifically, we conduct an experiment in which participants perform a visual search task, and apply well-known machine learning algorithms to three encodings of the users' interaction data. We achieve, depending on algorithm and encoding, between 62% and 83% accuracy at predicting whether each user will be fast or slow at completing the task. Beyond predicting performance, we demonstrate that using the same techniques, we can infer aspects of the user's personality factors, including locus of control, extraversion, and neuroticism. Further analyses show that strong results can be attained with limited observation time: in one case 95% of the final accuracy is gained after a quarter of the average task completion time. Overall, our findings show that interactions can provide information to the computer about its human collaborator, and establish a foundation for realizing mixed-initiative visual analytics systems.",Eli T. Brown;Alvitta Ottley;Helen Zhao 0001;Quan Lin;Richard Souvenir;Alex Endert;Remco Chang,Eli T Brown;Alvitta Ottley;Helen Zhao;Quan Lin;Richard Souvenir;Alex Endert;Remco Chang,Tufts U;Tufts U;Purdue U. and Tufts U;Tufts U;U.N.C. Charlotte;Pacific Northwest National Lab;Tufts U,10.1109/tvcg.2012.204;10.1109/vast.2010.5653587;10.1109/vast.2009.5333020;10.1109/vast.2012.6400486;10.1109/visual.2005.1532788;10.1109/tvcg.2012.276;10.1109/vast.2006.261436;10.1109/vast.2008.4677352;10.1109/tvcg.2012.204,"User Interactions, Analytic Provenance, Visualization, Applied Machine Learning",145.0,95.0,47.0,2226.0,,
InfoVis,2014,Learning Perceptual Kernels for Visualization Design,10.1109/tvcg.2014.2346978,http://dx.doi.org/10.1109/TVCG.2014.2346978,1933.0,1942.0,J,"Visualization design can benefit from careful consideration of perception, as different assignments of visual encoding variables such as color, shape and size affect how viewers interpret data. In this work, we introduce perceptual kernels: distance matrices derived from aggregate perceptual judgments. Perceptual kernels represent perceptual differences between and within visual variables in a reusable form that is directly applicable to visualization evaluation and automated design. We report results from crowd-sourced experiments to estimate kernels for color, shape, size and combinations thereof. We analyze kernels estimated using five different judgment types-including Likert ratings among pairs, ordinal triplet comparisons, and manual spatial arrangement-and compare them to existing perceptual models. We derive recommendations for collecting perceptual similarities, and then demonstrate how the resulting kernels can be applied to automate visualization design decisions.",Çagatay Demiralp;Michael S. Bernstein;Jeffrey Heer,Çağatay Demiralp;Michael S. Bernstein;Jeffrey Heer,Stanford University;Stanford University;University of Washington,10.1109/tvcg.2010.186;10.1109/tvcg.2006.163;10.1109/tvcg.2007.70594;10.1109/tvcg.2011.167;10.1109/tvcg.2007.70583;10.1109/tvcg.2008.125;10.1109/tvcg.2010.130;10.1109/tvcg.2007.70539;10.1109/tvcg.2010.186,"Visualization, design, encoding, perception, model, crowdsourcing, automated visualization, visual embedding",129.0,80.0,47.0,1247.0,,
VAST,2014,Visual Analysis of Patterns in Multiple Amino Acid Mutation Graphs,10.1109/vast.2014.7042485,http://dx.doi.org/10.1109/VAST.2014.7042485,93.0,102.0,C,"Proteins are essential parts in all living organisms. They consist of sequences of amino acids. An interaction with reactive agent can stimulate a mutation at a specific position in the sequence. This mutation may set off a chain reaction, which effects other amino acids in the protein. Chain reactions need to be analyzed, as they may invoke unwanted side effects in drug treatment. A mutation chain is represented by a directed acyclic graph, where amino acids are connected by their mutation dependencies. As each amino acid may mutate individually, many mutation graphs exist. To determine important impacts of mutations, experts need to analyze and compare common patterns in these mutations graphs. Experts, however, lack suitable tools for this purpose. We present a new system for the search and the exploration of frequent patterns (i.e., motifs) in mutation graphs. We present a fast pattern search algorithm specifically developed for finding biologically relevant patterns in many mutation graphs (i.e., many labeled acyclic directed graphs). Our visualization system allows an interactive exploration and comparison of the found patterns. It enables locating the found patterns in the mutation graphs and in the 3D protein structures. In this way, potentially interesting patterns can be discovered. These patterns serve as starting point for a further biological analysis. In cooperation with biologists, we use our approach for analyzing a real world data set based on multiple HIV protease sequences.",Olav Lenz;Frank Keul;Sebastian Bremm;Kay Hamacher;Tatiana von Landesberger,Olav Lenz;Frank Keul;Sebastian Bremm;Kay Hamacher;Tatiana von Landesberger,"GRIS, TU, Darmstadt;Computational Biology, TU, Darmstadt;GRIS, TU, Darmstadt;Computational Biology, TU, Darmstadt;GRIS, TU, Darmstadt",10.1109/tvcg.2013.225;10.1109/vast.2011.6102439;10.1109/vast.2009.5333893;10.1109/tvcg.2009.167;10.1109/tvcg.2007.70521;10.1109/tvcg.2009.122;10.1109/tvcg.2007.70529;10.1109/tvcg.2012.208;10.1109/tvcg.2013.225,"Biologic Visualization, Graph Visualization, Motif Search, Motif Visualization, Biology, Mutations, Pattern Visualization",14.0,8.0,51.0,331.0,,
VAST,2014,An Integrated Visual Analysis System for Fusing MR Spectroscopy and Multi-Modal Radiology Imaging,10.1109/vast.2014.7042481,http://dx.doi.org/10.1109/VAST.2014.7042481,53.0,62.0,C,"For cancers such as glioblastoma multiforme, there is an increasing interest in defining ""biological target volumes"" (BTV), high tumour-burden regions which may be targeted with dose boosts in radiotherapy. The definition of a BTV requires insight into tumour characteristics going beyond conventionally defined radiological abnormalities and anatomical features. Molecular and biochemical imaging techniques, like positron emission tomography, the use of Magnetic Resonance (MR) Imaging contrast agents or MR Spectroscopy deliver this information and support BTV delineation. MR Spectroscopy Imaging (MRSI) is the only non-invasive technique in this list. Studies with MRSI have shown that voxels with certain metabolic signatures are more susceptible to predict the site of relapse. Nevertheless, the discovery of complex relationships between a high number of different metabolites, anatomical, molecular and functional features is an ongoing topic of research - still lacking appropriate tools supporting a smooth workflow by providing data integration and fusion of MRSI data with other imaging modalities. We present a solution bridging this gap which gives fast and flexible access to all data at once. By integrating a customized visualization of the multi-modal and multi-variate image data with a highly flexible visual analytics (VA) framework, it is for the first time possible to interactively fuse, visualize and explore user defined metabolite relations derived from MRSI in combination with markers delivered by other imaging modalities. Real-world medical cases demonstrate the utility of our solution. By making MRSI data available both in a VA tool and in a multi-modal visualization renderer we can combine insights from each side to arrive at a superior BTV delineation. We also report feedback from domain experts indicating significant positive impact in how this work can improve the understanding of MRSI data and its integration into radiotherapy planning.",Miguel Nunes;Benjamin Rowland;Matthias Schlachter;Soléakhéna Ken;Kresimir Matkovic;Anne Laprie;Katja Bühler,Miguel Nunes;Benjamin Rowland;Matthias Schlachter;Soléakhéna Ken;Kresimir Matkovic;Anne Laprie;Katja Bühler,"VRVis Research Center, Vienna, Austria;Institut Claudius Regaud, Toulouse, France;VRVis Research Center, Vienna, Austria;Institut Claudius Regaud, Toulouse, France;VRVis Research Center, Vienna, Austria;Institut Claudius Regaud, Toulouse, France;VRVis Research Center, Vienna, Austria",10.1109/tvcg.2007.70569;10.1109/tvcg.2013.180;10.1109/tvcg.2010.176;10.1109/tvcg.2007.70569,"MR spectroscopy, cancer, brain, visualization, multi-modality data, radiotherapy planning, medical decision support systems",17.0,5.0,29.0,300.0,,
InfoVis,2015,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,10.1109/tvcg.2015.2467191,http://dx.doi.org/10.1109/TVCG.2015.2467191,649.0,658.0,J,"General visualization tools typically require manual specification of views: analysts must select data variables and then choose which transformations and visual encodings to apply. These decisions often involve both domain and visualization design expertise, and may impose a tedious specification process that impedes exploration. In this paper, we seek to complement manual chart construction with interactive navigation of a gallery of automatically-generated visualizations. We contribute Voyager, a mixed-initiative system that supports faceted browsing of recommended charts chosen according to statistical and perceptual measures. We describe Voyager's architecture, motivating design principles, and methods for generating and interacting with visualization recommendations. In a study comparing Voyager to a manual visualization specification tool, we find that Voyager facilitates exploration of previously unseen data and leads to increased data variable coverage. We then distill design implications for visualization tools, in particular the need to balance rapid exploration and targeted question-answering.",Kanit Wongsuphasawat;Dominik Moritz;Anushka Anand;Jock D. Mackinlay;Bill Howe;Jeffrey Heer,Kanit Wongsuphasawat;Dominik Moritz;Anushka Anand;Jock Mackinlay;Bill Howe;Jeffrey Heer,University of Washington;Tableau Research;Tableau Research;Tableau Research;University of Washington;University of Washington,10.1109/tvcg.2014.2346297;10.1109/tvcg.2009.174;10.1109/tvcg.2011.185;10.1109/tvcg.2007.70594;10.1109/tvcg.2014.2346291;10.1109/infvis.2000.885086;10.1109/tvcg.2014.2346297,"User interfaces, information visualization, exploratory analysis, visualization recommendation, mixed-initiative systems",487.0,292.0,48.0,4307.0,,
VAST,2015,Mixed-initiative visual analytics using task-driven recommendations,10.1109/vast.2015.7347625,http://dx.doi.org/10.1109/VAST.2015.7347625,9.0,16.0,C,"Visual data analysis is composed of a collection of cognitive actions and tasks to decompose, internalize, and recombine data to produce knowledge and insight. Visual analytic tools provide interactive visual interfaces to data to support discovery and sensemaking tasks, including forming hypotheses, asking questions, and evaluating and organizing evidence. Myriad analytic models can be incorporated into visual analytic systems at the cost of increasing complexity in the analytic discourse between user and system. Techniques exist to increase the usability of interacting with analytic models, such as inferring data models from user interactions to steer the underlying models of the system via semantic interaction, shielding users from having to do so explicitly. Such approaches are often also referred to as mixed-initiative systems. Sensemaking researchers have called for development of tools that facilitate analytic sensemaking through a combination of human and automated activities. However, design guidelines do not exist for mixed-initiative visual analytic systems to support iterative sensemaking. In this paper, we present candidate design guidelines and introduce the Active Data Environment (ADE) prototype, a spatial workspace supporting the analytic process via task recommendations invoked by inferences about user interactions within the workspace. ADE recommends data and relationships based on a task model, enabling users to co-reason with the system about their data in a single, spatial workspace. This paper provides an illustrative use case, a technical description of ADE, and a discussion of the strengths and limitations of the approach.",Kristin A. Cook;Nick Cramer;David J. Israel;Michael Wolverton;Joe Bruce;Russ Burtner;Alex Endert,Kristin Cook;Nick Cramer;David Israel;Michael Wolverton;Joe Bruce;Russ Burtner;Alex Endert,Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;SRI International;SRI International;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Georgia Institute of Technology,10.1109/vast.2012.6400486;10.1109/vast.2011.6102438;10.1109/vast.2012.6400559;10.1109/tvcg.2014.2346573;10.1109/vast.2014.7042492;10.1109/tvcg.2008.174;10.1109/tvcg.2013.225;10.1109/vast.2012.6400486,"mixed-initiative visual analytics, task modeling, recommender systems, sensemaking",36.0,25.0,36.0,815.0,,
VAST,2015,Collaborative visual analysis with RCloud,10.1109/vast.2015.7347627,http://dx.doi.org/10.1109/VAST.2015.7347627,25.0,32.0,C,"Consider the emerging role of data science teams embedded in larger organizations. Individual analysts work on loosely related problems, and must share their findings with each other and the organization at large, moving results from exploratory data analyses (EDA) into automated visualizations, diagnostics and reports deployed for wider consumption. There are two problems with the current practice. First, there are gaps in this workflow: EDA is performed with one set of tools, and automated reports and deployments with another. Second, these environments often assume a single-developer perspective, while data scientist teams could get much benefit from easier sharing of scripts and data feeds, experiments, annotations, and automated recommendations, which are well beyond what traditional version control systems provide. We contribute and justify the following three requirements for systems built to support current data science teams and users: discoverability, technology transfer, and coexistence. In addition, we contribute the design and implementation of RCloud, a system that supports the requirements of collaborative data analysis, visualization and web deployment. About 100 people used RCloud for two years. We report on interviews with some of these users, and discuss design decisions, tradeoffs and limitations in comparison to other approaches.",Stephen C. North;Carlos Eduardo Scheidegger;Simon Urbanek;Gordon Woodhull,Stephen North;Carlos Scheidegger;Simon Urbanek;Gordon Woodhull,Infovisible;University of Arizona;AT&T Labs;AT&T Labs,10.1109/tvcg.2011.185;10.1109/vast.2007.4389011;10.1109/tvcg.2012.219;10.1109/tvcg.2009.195;10.1109/tvcg.2007.70577;10.1109/tvcg.2011.185,"visual analytics process, provenance, collaboration, visualization, computer-supported cooperative work",11.0,7.0,40.0,404.0,,
SciVis,2015,Automated visualization workflow for simulation experiments,10.1109/scivis.2015.7429509,http://dx.doi.org/10.1109/SciVis.2015.7429509,153.0,154.0,M,"Modeling and simulation is often used to predict future events and plan accordingly. Experiments in this domain often produce thousands of results from individual simulations, based on slightly varying input parameters. Geo-spatial visualizations can be a powerful tool to help health researchers and decision-makers to take measures during catastrophic and epidemic events such as Ebola outbreaks. The work produced a web-based geo-visualization tool to visualize and compare the spread of Ebola in the West African countries Ivory Coast and Senegal based on multiple simulation results. The visualization is not Ebola specific and may visualize any time-varying frequencies for given geo-locations.",Jonathan P. Leidig;Santhosh Dharmapuri,Jonathan P. Leidig;Santhosh Dharmapuri,"School of Computing and Information Systems, Grand Valley State University;School of Computing and Information Systems, Grand Valley State University",,,1.0,1.0,12.0,137.0,,
InfoVis,2016,Data-Driven Guides: Supporting Expressive Design for Information Graphics,10.1109/tvcg.2016.2598620,http://dx.doi.org/10.1109/TVCG.2016.2598620,491.0,500.0,J,"In recent years, there is a growing need for communicating complex data in an accessible graphical form. Existing visualization creation tools support automatic visual encoding, but lack flexibility for creating custom design; on the other hand, freeform illustration tools require manual visual encoding, making the design process time-consuming and error-prone. In this paper, we present Data-Driven Guides (DDG), a technique for designing expressive information graphics in a graphic design environment. Instead of being confined by predefined templates or marks, designers can generate guides from data and use the guides to draw, place and measure custom shapes. We provide guides to encode data using three fundamental visual encoding channels: length, area, and position. Users can combine more than one guide to construct complex visual structures and map these structures to data. When underlying data is changed, we use a deformation technique to transform custom shapes using the guides as the backbone of the shapes. Our evaluation shows that data-driven guides allow users to create expressive and more accurate custom data-driven graphics.",Nam Wook Kim;Eston Schweickart;Zhicheng Liu 0001;Mira Dontcheva;Wilmot Li;Jovan Popovic;Hanspeter Pfister,Nam Wook Kim;Eston Schweickart;Zhicheng Liu;Mira Dontcheva;Wilmot Li;Jovan Popovic;Hanspeter Pfister,"John A. Paulson School of Engineering and Applied Sciences, Harvard University;Computer Science department, Cornell University;Adobe Research;Adobe Research;Adobe Research;Adobe Research;John A. Paulson School of Engineering and Applied Sciences, Harvard University",10.1109/tvcg.2014.2346292;10.1109/infvis.1996.559212;10.1109/tvcg.2011.175;10.1109/tvcg.2016.2598609;10.1109/tvcg.2013.234;10.1109/infvis.2004.64;10.1109/tvcg.2012.197;10.1109/infvis.2000.885086;10.1109/infvis.2000.885093;10.1109/tvcg.2014.2346979;10.1109/tvcg.2014.2346320;10.1109/tvcg.2014.2346291;10.1109/tvcg.2015.2467732;10.1109/infvis.2004.12;10.1109/tvcg.2013.191;10.1109/tvcg.2011.251;10.1109/tvcg.2010.144;10.1109/tvcg.2011.185;10.1109/tvcg.2007.70577;10.1109/tvcg.2013.134;10.1109/tvcg.2014.2346292,Information graphics;visualization;design tools;2D graphics,114.0,92.0,55.0,2245.0,,
InfoVis,2016,Visualization by Demonstration: An Interaction Paradigm for Visual Data Exploration,10.1109/tvcg.2016.2598839,http://dx.doi.org/10.1109/TVCG.2016.2598839,331.0,340.0,J,"Although data visualization tools continue to improve, during the data exploration process many of them require users to manually specify visualization techniques, mappings, and parameters. In response, we present the Visualization by Demonstration paradigm, a novel interaction method for visual data exploration. A system which adopts this paradigm allows users to provide visual demonstrations of incremental changes to the visual representation. The system then recommends potential transformations (Visual Representation, Data Mapping, Axes, and View Specification transformations) from the given demonstrations. The user and the system continue to collaborate, incrementally producing more demonstrations and refining the transformations, until the most effective possible visualization is created. As a proof of concept, we present VisExemplar, a mixed-initiative prototype that allows users to explore their data by recommending appropriate transformations in response to the given demonstrations.",Bahador Saket;Hannah Kim 0001;Eli T. Brown;Alex Endert,Bahador Saket;Hannah Kim;Eli T. Brown;Alex Endert,Georgia Institute of Technology;Georgia Institute of Technology;DePaul University;Georgia Institute of Technology,10.1109/tvcg.2014.2346292;10.1109/tvcg.2015.2467191;10.1109/tvcg.2007.70594;10.1109/vast.2011.6102449;10.1109/tvcg.2007.70515;10.1109/tvcg.2014.2346250;10.1109/tvcg.2012.275;10.1109/tvcg.2015.2467153;10.1109/tvcg.2013.191;10.1109/tvcg.2011.251;10.1109/tvcg.2011.185;10.1109/tvcg.2014.2346291;10.1109/vast.2012.6400486;10.1109/tvcg.2014.2346292,Visual Data Exploration;Visualization by Demonstration;Visualization Tools,83.0,57.0,35.0,2781.0,,
VAST,2016,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,10.1109/tvcg.2016.2598544,http://dx.doi.org/10.1109/TVCG.2016.2598544,271.0,280.0,J,"Combining interactive visualization with automated analytical methods like statistics and data mining facilitates data-driven discovery. These visual analytic methods are beginning to be instantiated within mixed-initiative systems, where humans and machines collaboratively influence evidence-gathering and decision-making. But an open research question is that, when domain experts analyze their data, can they completely trust the outputs and operations on the machine-side? Visualization potentially leads to a transparent analysis process, but do domain experts always trust what they see? To address these questions, we present results from the design and evaluation of a mixed-initiative, visual analytics system for biologists, focusing on analyzing the relationships between familiarity of an analysis medium and domain experts' trust. We propose a trust-augmented design of the visual analytics system, that explicitly takes into account domain-specific tasks, conventions, and preferences. For evaluating the system, we present the results of a controlled user study with 34 biologists where we compare the variation of the level of trust across conventional and visual analytic mediums and explore the influence of familiarity and task complexity on trust. We find that despite being unfamiliar with a visual analytic medium, scientists seem to have an average level of trust that is comparable with the same in conventional analysis medium. In fact, for complex sense-making tasks, we find that the visual analytic system is able to inspire greater trust than other mediums. We summarize the implications of our findings with directions for future research on trustworthiness of visual analytic systems.",Aritra Dasgupta;Joon-Yong Lee;Ryan Wilson;Robert A. Lafrance;Nick Cramer;Kristin A. Cook;Samuel H. Payne,Aritra Dasgupta;Joon-Yong Lee;Ryan Wilson;Robert A. Lafrance;Nick Cramer;Kristin Cook;Samuel Payne,Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory,10.1109/tvcg.2015.2467591;10.1109/vast.2015.7347625;10.1109/tvcg.2012.224;10.1109/infvis.2005.1532136;10.1109/vast.2006.261416;10.1109/tvcg.2013.124;10.1109/tvcg.2013.120;10.1109/tvcg.2015.2467591,trust;transparency;familiarity;uncertainty;biological data analysis,41.0,41.0,41.0,1844.0,,
